gene	group
5465	gbr.93.44	green
5466	gbr.81.180	black
5467	gbr.16.28	grey
5468	gbr.6.15	grey
5469	gbr.26.80	brown
5470	gbr.127.30	greenyellow
5471	gbr.115.5	green
5472	gbr.309.14	magenta
5473	gbr.467.8	grey
5474	gbr.142.57	purple
5475	gbr.872.3	grey
5476	gbr.19.31	turquoise
5477	gbr.134.46	grey
5478	gbr.40.82	blue
5479	gbr.351.5	grey
5480	gbr.35.25	salmon
5481	gbr.1215.1	red
5482	gbr.205.14	yellow
5483	gbr.55.27_gbr.55.33	grey
5484	gbr.17.105	grey
5485	gbr.25.49	tan
5486	gbr.476.9	salmon
5487	gbr.128.47	grey
5488	gbr.98.82	grey
5489	gbr.318.9	grey
5490	gbr.44.99	grey
5491	gbr.36.75	black
5492	gbr.265.26	salmon
5493	gbr.8.16	salmon
5494	gbr.47.7	turquoise
5495	gbr.276.28	grey
5496	gbr.434.2	turquoise
5497	gbr.55.98	green
5498	gbr.279.1	grey
5499	gbr.35.38	black
5500	gbr.59.48	yellow
5501	gbr.402.11	green
5502	gbr.6.11	purple
5503	gbr.646.2	grey
5504	gbr.182.28	grey
5505	gbr.22.57	black
5506	gbr.87.53	grey
5507	gbr.44.100	grey
5508	gbr.9.57	grey
5509	gbr.10.97	grey
5510	gbr.13.85	grey
5511	gbr.511.8	grey
5512	gbr.648.2	grey
5513	gbr.85.3	green
5514	gbr.896.3	grey
5515	gbr.2.189	purple
5516	gbr.183.69	grey
5517	gbr.1.7	tan
5518	gbr.98.53	grey
5519	gbr.18.66	salmon
5520	gbr.363.7	black
5521	gbr.53.24	grey
5522	gbr.442.1	brown
5523	gbr.32.53	green
5524	gbr.43.1	grey
5525	gbr.51.15	turquoise
5526	gbr.419.10	grey
5527	gbr.41.96	blue
5528	gbr.44.63	green
5529	gbr.119.18	grey
5530	gbr.69.44	grey
5531	gbr.68.10	black
5532	gbr.303.2	yellow
5533	gbr.188.42	grey
5534	gbr.132.18	grey
5535	gbr.567.6	grey
5536	gbr.735.1	grey
5537	gbr.216.29	turquoise
5538	gbr.696.5	turquoise
5539	gbr.199.13	grey
5540	gbr.110.43	grey
5541	gbr.3.185	turquoise
5542	gbr.38.97	grey
5543	gbr.438.9	grey
5544	gbr.396.32	magenta
5545	gbr.14.59	tan
5546	gbr.221.20	green
5547	gbr.23.41	black
5548	gbr.215.1	grey
5549	gbr.494.3	grey
5550	gbr.34.79	brown
5551	gbr.13.78	turquoise
5552	gbr.162.12	grey
5553	gbr.44.65	grey
5554	gbr.554.4	yellow
5555	gbr.105.10	grey
5556	gbr.98.1	grey
5557	gbr.2.3	magenta
5558	gbr.364.19_gbr.364.18	green
5559	gbr.326.5	grey
5560	gbr.10.95	grey
5561	gbr.59.75	grey
5562	gbr.72.127	purple
5563	gbr.51.62	grey
5564	gbr.7.182	brown
5565	gbr.3.46	brown
5566	gbr.37.13	greenyellow
5567	gbr.690.3	grey
5568	gbr.15.122_gbr.15.123	grey
5569	gbr.225.53	black
5570	gbr.491.2	grey
5571	gbr.212.6	black
5572	gbr.480.7	turquoise
5573	gbr.341.3	grey
5574	gbr.300.21	green
5575	gbr.77.11	turquoise
5576	gbr.216.4	grey
5577	gbr.14.111	salmon
5578	gbr.11.171	black
5579	gbr.564.4	grey
5580	gbr.733.1	grey
5581	gbr.250.24	salmon
5582	gbr.27.29_gbr.27.30	brown
5583	gbr.253.12	grey
5584	gbr.15.56	brown
5585	gbr.511.9	salmon
5586	gbr.13.124	magenta
5587	gbr.75.22	brown
5588	gbr.24.3	grey
5589	gbr.324.9	grey
5590	gbr.76.105	pink
5591	gbr.396.25	black
5592	gbr.58.220	grey
5593	gbr.11.153	brown
5594	gbr.111.25	grey
5595	gbr.3.70	black
5596	gbr.92.13	brown
5597	gbr.208.19	grey
5598	gbr.573.6	brown
5599	gbr.437.4	black
5600	gbr.59.70	brown
5601	gbr.60.105	purple
5602	gbr.162.23	grey
5603	gbr.36.41	brown
5604	gbr.50.11	magenta
5605	gbr.47.28	brown
5606	gbr.753.1	grey
5607	gbr.424.5_gbr.424.6	greenyellow
5608	gbr.13.108	magenta
5609	gbr.58.235	blue
5610	gbr.52.30	brown
5611	gbr.246.10	turquoise
5612	gbr.44.26	grey
5613	gbr.35.105	brown
5614	gbr.525.11	grey
5615	gbr.136.27	black
5616	gbr.307.7	grey
5617	gbr.62.12	turquoise
5618	gbr.60.67	grey
5619	gbr.115.12	grey
5620	gbr.1.18	grey
5621	gbr.40.65	black
5622	gbr.212.5	brown
5623	gbr.190.4	salmon
5624	gbr.58.31	grey
5625	gbr.326.1	turquoise
5626	gbr.222.23	salmon
5627	gbr.58.228	brown
5628	gbr.1.151	turquoise
5629	gbr.1.119	green
5630	gbr.54.3	grey
5631	gbr.18.87	brown
5632	gbr.302.9	greenyellow
5633	gbr.77.47	grey
5634	gbr.497.3	brown
5635	gbr.314.6	green
5636	gbr.63.22	green
5637	gbr.33.65	brown
5638	gbr.276.21	grey
5639	gbr.20.25_gbr.20.16_gbr.20.17	red
5640	gbr.167.17	green
5641	gbr.11.155	greenyellow
5642	gbr.680.3	green
5643	gbr.29.1	magenta
5644	gbr.9.55	brown
5645	gbr.8.1	black
5646	gbr.242.23	turquoise
5647	gbr.157.35	grey
5648	gbr.162.14	grey
5649	gbr.64.83	black
5650	gbr.309.3	grey
5651	gbr.414.12	salmon
5652	gbr.115.3	grey
5653	gbr.606.2	turquoise
5654	gbr.63.57	grey
5655	gbr.114.13	grey
5656	gbr.160.56	brown
5657	gbr.98.42	turquoise
5658	gbr.352.16	grey
5659	gbr.858.1	grey
5660	gbr.2181.1	yellow
5661	gbr.135.47	grey
5662	gbr.171.16	grey
5663	gbr.252.13	grey
5664	gbr.734.1	pink
5665	gbr.399.6_gbr.399.7	grey
5666	gbr.1026.1	grey
5667	gbr.176.19	green
5668	gbr.75.64	grey
5669	gbr.564.11	turquoise
5670	gbr.67.15	grey
5671	gbr.238.23	magenta
5672	gbr.208.21	red
5673	gbr.232.17	turquoise
5674	gbr.279.6	grey
5675	gbr.70.21	grey
5676	gbr.13.113	grey
5677	gbr.9.112	purple
5678	gbr.162.10	magenta
5679	gbr.16.133	grey
5680	gbr.15.3	grey
5681	gbr.25.150	black
5682	gbr.65.32	grey
5683	gbr.142.37	brown
5684	gbr.360.18	grey
5685	gbr.250.11	grey
5686	gbr.76.62	grey
5687	gbr.30.16	green
5688	gbr.44.80	grey
5689	gbr.499.5	grey
5690	gbr.23.84	grey
5691	gbr.123.14	turquoise
5692	gbr.123.15	grey
5693	gbr.116.22	tan
5694	gbr.40.188	red
5695	gbr.33.55	grey
5696	gbr.476.12	black
5697	gbr.41.15	turquoise
5698	gbr.21.73	grey
5699	gbr.171.25	tan
5700	gbr.266.9	grey
5701	gbr.135.63	black
5702	gbr.106.41	pink
5703	gbr.78.5	greenyellow
5704	gbr.337.3	grey
5705	gbr.73.54	yellow
5706	gbr.19.152	green
5707	gbr.11.210	green
5708	gbr.316.1	grey
5709	gbr.15.13	purple
5710	gbr.1.3	grey
5711	gbr.432.9	grey
5712	gbr.109.36	black
5713	gbr.33.53	grey
5714	gbr.15.27	greenyellow
5715	gbr.243.4	grey
5716	gbr.88.14	grey
5717	gbr.3.61	grey
5718	gbr.567.17	turquoise
5719	gbr.807.1	grey
5720	gbr.384.23	grey
5721	gbr.51.60	grey
5722	gbr.370.3	black
5723	gbr.763.1	grey
5724	gbr.63.42	grey
5725	gbr.287.20_gbr.287.21	grey
5726	gbr.14.147	grey
5727	gbr.232.34	grey
5728	gbr.1141.1	salmon
5729	gbr.60.13	grey
5730	gbr.7.131	purple
5731	gbr.204.13	grey
5732	gbr.937.1	brown
5733	gbr.254.4	black
5734	gbr.273.1	grey
5735	gbr.6.191	purple
5736	gbr.375.15	grey
5737	gbr.754.2	grey
5738	gbr.90.104	black
5739	gbr.172.30	red
5740	gbr.35.2	turquoise
5741	gbr.25.140	black
5742	gbr.31.65	grey
5743	gbr.621.7	grey
5744	gbr.68.11	black
5745	gbr.2.214	grey
5746	gbr.2.90	brown
5747	gbr.2693.1	turquoise
5748	gbr.52.24	purple
5749	gbr.497.9	grey
5750	gbr.187.9	green
5751	gbr.45.13	salmon
5752	gbr.14.154	red
5753	gbr.5.112	turquoise
5754	gbr.94.38	grey
5755	gbr.484.15	red
5756	gbr.752.1	grey
5757	gbr.75.111	yellow
5758	gbr.152.15	pink
5759	gbr.280.8	salmon
5760	gbr.37.64	turquoise
5761	gbr.275.3	turquoise
5762	gbr.44.45	brown
5763	gbr.264.1	purple
5764	gbr.12.5	grey
5765	gbr.16.9	brown
5766	gbr.131.4	grey
5767	gbr.249.3	black
5768	gbr.3.173	green
5769	gbr.5.25	grey
5770	gbr.405.4	turquoise
5771	gbr.674.5	grey
5772	gbr.19.116	grey
5773	gbr.156.36	grey
5774	gbr.53.62	grey
5775	gbr.302.21	grey
5776	gbr.25.147	black
5777	gbr.407.1	grey
5778	gbr.150.19	black
5779	gbr.471.8	black
5780	gbr.19.24	grey
5781	gbr.135.20	grey
5782	gbr.44.48	grey
5783	gbr.355.28	grey
5784	gbr.253.16	black
5785	gbr.162.26	grey
5786	gbr.44.102	brown
5787	gbr.156.57	grey
5788	gbr.178.28	purple
5789	gbr.14.138	brown
5790	gbr.25.42	grey
5791	gbr.866.1	grey
5792	gbr.112.42	black
5793	gbr.96.19	grey
5794	gbr.318.54	tan
5795	gbr.267.14	grey
5796	gbr.43.56	brown
5797	gbr.55.58	grey
5798	gbr.81.62	grey
5799	gbr.56.40	turquoise
5800	gbr.531.1	grey
5801	gbr.72.61	grey
5802	gbr.155.37	brown
5803	gbr.22.28	grey
5804	gbr.364.1	grey
5805	gbr.235.19	grey
5806	gbr.29.7	pink
5807	gbr.221.31	grey
5808	gbr.100.6	grey
5809	gbr.6.95	grey
5810	gbr.32.98	grey
5811	gbr.25.57	greenyellow
5812	gbr.529.8	grey
5813	gbr.303.5	yellow
5814	gbr.555.4	grey
5815	gbr.58.24	grey
5816	gbr.55.50	grey
5817	gbr.53.21	turquoise
5818	gbr.145.26_gbr.145.27	grey
5819	gbr.737.2	grey
5820	gbr.133.19	grey
5821	gbr.100.57	black
5822	gbr.47.27	grey
5823	gbr.511.1	grey
5824	gbr.34.56	grey
5825	gbr.76.14	brown
5826	gbr.348.4	grey
5827	gbr.2.39	brown
5828	gbr.4.13	magenta
5829	gbr.71.9	salmon
5830	gbr.11.209	grey
5831	gbr.52.25	magenta
5832	gbr.293.7	grey
5833	gbr.573.8	grey
5834	gbr.9.87	black
5835	gbr.6.22	grey
5836	gbr.126.35	grey
5837	gbr.214.6	magenta
5838	gbr.364.15	grey
5839	gbr.2.66	grey
5840	gbr.249.28	greenyellow
5841	gbr.21.40	grey
5842	gbr.1.194	magenta
5843	gbr.276.14	grey
5844	gbr.122.38	grey
5845	gbr.9.72	grey
5846	gbr.188.4	turquoise
5847	gbr.2.185	grey
5848	gbr.18.34	grey
5849	gbr.254.23	yellow
5850	gbr.81.199	grey
5851	gbr.225.54	brown
5852	gbr.167.29	grey
5853	gbr.25.114	black
5854	gbr.370.11	grey
5855	gbr.265.7	grey
5856	gbr.37.128	pink
5857	gbr.557.14	grey
5858	gbr.19.135	grey
5859	gbr.41.51	grey
5860	gbr.391.3	grey
5861	gbr.77.9	grey
5862	gbr.235.2	grey
5863	gbr.328.25	grey
5864	gbr.54.11	yellow
5865	gbr.75.34	green
5866	gbr.187.14	green
5867	gbr.334.2	black
5868	gbr.28.32	grey
5869	gbr.322.10	black
5870	gbr.279.11	green
5871	gbr.322.19	grey
5872	gbr.13.36_gbr.13.35	green
5873	gbr.129.18	black
5874	gbr.286.27	black
5875	gbr.148.21	yellow
5876	gbr.1.173	grey
5877	gbr.144.7	black
5878	gbr.118.13	black
5879	gbr.34.66	turquoise
5880	gbr.72.60	grey
5881	gbr.610.1	grey
5882	gbr.40.106	purple
5883	gbr.225.47	grey
5884	gbr.302.31	green
5885	gbr.10.92	green
5886	gbr.167.45	red
5887	gbr.337.7	greenyellow
5888	gbr.90.129	black
5889	gbr.149.15	grey
5890	gbr.764.1	grey
5891	gbr.431.10	black
5892	gbr.142.33	grey
5893	gbr.2.132	grey
5894	gbr.44.70	grey
5895	gbr.283.7	grey
5896	gbr.7.119	grey
5897	gbr.212.28	grey
5898	gbr.75.76	turquoise
5899	gbr.81.159	brown
5900	gbr.388.26	magenta
5901	gbr.471.5	grey
5902	gbr.12.82	green
5903	gbr.112.6	grey
5904	gbr.205.22	purple
5905	gbr.328.4	turquoise
5906	gbr.367.2	green
5907	gbr.142.4	turquoise
5908	gbr.720.5	grey
5909	gbr.29.32	turquoise
5910	gbr.358.22	black
5911	gbr.251.4	grey
5912	gbr.42.11	grey
5913	gbr.11.212	greenyellow
5914	gbr.314.29	purple
5915	gbr.72.86	grey
5916	gbr.675.2	grey
5917	gbr.20.42	grey
5918	gbr.5.8	greenyellow
5919	gbr.710.2	grey
5920	gbr.2.54	black
5921	gbr.18.63	grey
5922	gbr.13.79	grey
5923	gbr.174.1	yellow
5924	gbr.96.4	grey
5925	gbr.221.43	black
5926	gbr.475.4	turquoise
5927	gbr.38.65	grey
5928	gbr.317.20	salmon
5929	gbr.58.4	turquoise
5930	gbr.169.30	yellow
5931	gbr.25.170	salmon
5932	gbr.461.8	grey
5933	gbr.29.18	grey
5934	gbr.25.204	grey
5935	gbr.40.100	grey
5936	gbr.55.93	tan
5937	gbr.187.29	turquoise
5938	gbr.56.79	brown
5939	gbr.55.39	turquoise
5940	gbr.404.9	purple
5941	gbr.352.15	grey
5942	gbr.5.105	grey
5943	gbr.165.6	purple
5944	gbr.141.1	black
5945	gbr.136.12	grey
5946	gbr.58.136	grey
5947	gbr.35.79	black
5948	gbr.375.4	turquoise
5949	gbr.63.37	blue
5950	gbr.152.21	grey
5951	gbr.1.40	grey
5952	gbr.64.101	salmon
5953	gbr.309.23	turquoise
5954	gbr.142.47	green
5955	gbr.21.13	magenta
5956	gbr.25.211	green
5957	gbr.118.17	purple
5958	gbr.114.14	grey
5959	gbr.474.6	purple
5960	gbr.77.102	grey
5961	gbr.121.19	red
5962	gbr.218.30	green
5963	gbr.19.54	grey
5964	gbr.114.16	grey
5965	gbr.166.37	grey
5966	gbr.33.58	magenta
5967	gbr.164.22	red
5968	gbr.104.21	grey
5969	gbr.211.18	grey
5970	gbr.58.198	grey
5971	gbr.25.235	grey
5972	gbr.487.5	grey
5973	gbr.105.29	black
5974	gbr.3.138	grey
5975	gbr.4.101	salmon
5976	gbr.693.3_gbr.693.4_gbr.693.1	grey
5977	gbr.517.10	grey
5978	gbr.2168.1	grey
5979	gbr.75.129	grey
5980	gbr.481.5	grey
5981	gbr.53.31	grey
5982	gbr.289.31	salmon
5983	gbr.139.16	grey
5984	gbr.512.10	grey
5985	gbr.131.16	grey
5986	gbr.47.54	grey
5987	gbr.519.10	grey
5988	gbr.69.6	grey
5989	gbr.172.39	brown
5990	gbr.7.125	grey
5991	gbr.204.35	turquoise
5992	gbr.182.36	grey
5993	gbr.189.25	grey
5994	gbr.315.27	turquoise
5995	gbr.256.28	turquoise
5996	gbr.3.105	brown
5997	gbr.124.66	grey
5998	gbr.1473.1	grey
5999	gbr.226.1	grey
6000	gbr.35.20	turquoise
6001	gbr.236.22	grey
6002	gbr.240.10	grey
6003	gbr.434.8	grey
6004	gbr.519.11	grey
6005	gbr.221.35	turquoise
6006	gbr.2.232	grey
6007	gbr.139.75	turquoise
6008	gbr.149.29	turquoise
6009	gbr.83.8	grey
6010	gbr.10.128	grey
6011	gbr.16.19	grey
6012	gbr.113.25	grey
6013	gbr.655.3	grey
6014	gbr.6.182	magenta
6015	gbr.351.4	black
6016	gbr.140.6	black
6017	gbr.234.9	turquoise
6018	gbr.13.76	grey
6019	gbr.685.1	grey
6020	gbr.163.25	grey
6021	gbr.296.24	turquoise
6022	gbr.34.15	greenyellow
6023	gbr.31.87	black
6024	gbr.457.4	grey
6025	gbr.282.1	grey
6026	gbr.658.1	grey
6027	gbr.532.5	yellow
6028	gbr.73.4	turquoise
6029	gbr.20.50	turquoise
6030	gbr.327.12	grey
6031	gbr.60.76	grey
6032	gbr.53.82	turquoise
6033	gbr.157.34	grey
6034	gbr.486.1	black
6035	gbr.990.4	yellow
6036	gbr.14.1	grey
6037	gbr.317.17	green
6038	gbr.13.72	grey
6039	gbr.167.35	greenyellow
6040	gbr.920.1	grey
6041	gbr.22.39_gbr.22.41	grey
6042	gbr.83.7	tan
6043	gbr.110.26	black
6044	gbr.3.106	salmon
6045	gbr.704.1	grey
6046	gbr.358.38	black
6047	gbr.36.65_gbr.36.66	turquoise
6048	gbr.58.50	turquoise
6049	gbr.27.65	black
6050	gbr.1.255	turquoise
6051	gbr.82.38	grey
6052	gbr.61.60	grey
6053	gbr.15.83	grey
6054	gbr.45.42	grey
6055	gbr.48.28	grey
6056	gbr.377.12	grey
6057	gbr.15.39	grey
6058	gbr.488.1	turquoise
6059	gbr.858.2	grey
6060	gbr.78.43	grey
6061	gbr.402.12	red
6062	gbr.513.11	grey
6063	gbr.221.99	grey
6064	gbr.57.32	grey
6065	gbr.370.19	brown
6066	gbr.374.3	grey
6067	gbr.243.5	black
6068	gbr.61.50	green
6069	gbr.44.6	grey
6070	gbr.173.1	grey
6071	gbr.36.61	salmon
6072	gbr.546.11	grey
6073	gbr.81.60_gbr.81.63	grey
6074	gbr.19.175	black
6075	gbr.198.3	grey
6076	gbr.213.22	grey
6077	gbr.131.23	turquoise
6078	gbr.218.37	grey
6079	gbr.104.58	turquoise
6080	gbr.125.43	green
6081	gbr.754.1	grey
6082	gbr.251.18	grey
6083	gbr.269.12	grey
6084	gbr.519.12	turquoise
6085	gbr.99.8	grey
6086	gbr.205.28	green
6087	gbr.179.24	grey
6088	gbr.154.31	turquoise
6089	gbr.59.38	grey
6090	gbr.370.10	grey
6091	gbr.307.16	grey
6092	gbr.405.8	grey
6093	gbr.53.25	red
6094	gbr.65.74	grey
6095	gbr.185.9	grey
6096	gbr.153.1	grey
6097	gbr.199.19	grey
6098	gbr.138.25	grey
6099	gbr.68.2	grey
6100	gbr.38.1	grey
6101	gbr.142.60	turquoise
6102	gbr.50.37	grey
6103	gbr.448.11	turquoise
6104	gbr.290.5	grey
6105	gbr.107.17	grey
6106	gbr.103.24	salmon
6107	gbr.105.3	grey
6108	gbr.406.17	grey
6109	gbr.110.67	pink
6110	gbr.341.2	grey
6111	gbr.285.29	grey
6112	gbr.180.21	turquoise
6113	gbr.90.118	green
6114	gbr.164.18	grey
6115	gbr.9.13	grey
6116	gbr.425.4	grey
6117	gbr.426.3	grey
6118	gbr.76.68	grey
6119	gbr.19.69_gbr.19.70	green
6120	gbr.156.8	grey
6121	gbr.235.17	salmon
6122	gbr.1.5	grey
6123	gbr.94.19	greenyellow
6124	gbr.74.30	grey
6125	gbr.113.34	grey
6126	gbr.557.13	grey
6127	gbr.128.11	grey
6128	gbr.25.30	green
6129	gbr.58.216	red
6130	gbr.208.51	grey
6131	gbr.1.103	turquoise
6132	gbr.110.69	grey
6133	gbr.4.86	grey
6134	gbr.55.74	grey
6135	gbr.30.32	yellow
6136	gbr.36.19	grey
6137	gbr.326.12	grey
6138	gbr.6.55	grey
6139	gbr.20.51	turquoise
6140	gbr.256.9	turquoise
6141	gbr.180.9	grey
6142	gbr.87.22	grey
6143	gbr.64.48	purple
6144	gbr.10.3	turquoise
6145	gbr.221.66	greenyellow
6146	gbr.285.27	turquoise
6147	gbr.133.33	grey
6148	gbr.46.47	pink
6149	gbr.287.19	grey
6150	gbr.108.26_gbr.108.27	grey
6151	gbr.301.27	grey
6152	gbr.11.167	purple
6153	gbr.126.18	turquoise
6154	gbr.486.4	brown
6155	gbr.865.1	grey
6156	gbr.465.12	grey
6157	gbr.358.24	grey
6158	gbr.332.6	grey
6159	gbr.58.128	black
6160	gbr.24.26	grey
6161	gbr.11.77	grey
6162	gbr.40.177	turquoise
6163	gbr.66.22	grey
6164	gbr.15.20	black
6165	gbr.125.6	turquoise
6166	gbr.205.2	grey
6167	gbr.248.9	grey
6168	gbr.12.67	grey
6169	gbr.41.22	grey
6170	gbr.142.27	turquoise
6171	gbr.22.58	black
6172	gbr.155.29	purple
6173	gbr.409.5	grey
6174	gbr.34.88	tan
6175	gbr.216.3	grey
6176	gbr.142.31	grey
6177	gbr.65.1	grey
6178	gbr.98.32	black
6179	gbr.38.71	grey
6180	gbr.100.15	grey
6181	gbr.332.4	red
6182	gbr.46.60	grey
6183	gbr.70.5	turquoise
6184	gbr.246.6	grey
6185	gbr.192.22	grey
6186	gbr.208.20_gbr.208.23	brown
6187	gbr.696.8	grey
6188	gbr.43.57	grey
6189	gbr.221.32	grey
6190	gbr.55.83	grey
6191	gbr.33.59	grey
6192	gbr.28.51	salmon
6193	gbr.24.69	brown
6194	gbr.110.24	black
6195	gbr.162.25	grey
6196	gbr.55.82	grey
6197	gbr.249.2	black
6198	gbr.1049.2	grey
6199	gbr.237.12	turquoise
6200	gbr.274.39	grey
6201	gbr.125.15	grey
6202	gbr.16.64	turquoise
6203	gbr.46.34	grey
6204	gbr.41.58	grey
6205	gbr.358.34	black
6206	gbr.92.40	yellow
6207	gbr.415.7	greenyellow
6208	gbr.158.31	grey
6209	gbr.53.41	grey
6210	gbr.13.99	red
6211	gbr.445.2_gbr.445.3	grey
6212	gbr.2.141	yellow
6213	gbr.504.1	grey
6214	gbr.53.108	black
6215	gbr.375.17	grey
6216	gbr.2.78	grey
6217	gbr.55.56	grey
6218	gbr.738.2	grey
6219	gbr.175.44	grey
6220	gbr.53.87	grey
6221	gbr.19.95	grey
6222	gbr.472.7	green
6223	gbr.158.35	brown
6224	gbr.125.44	green
6225	gbr.59.73	grey
6226	gbr.225.26	purple
6227	gbr.4.97	green
6228	gbr.145.35	red
6229	gbr.58.157	grey
6230	gbr.332.2	red
6231	gbr.64.55	grey
6232	gbr.31.21	grey
6233	gbr.318.34	red
6234	gbr.230.15	black
6235	gbr.305.4	grey
6236	gbr.76.104	turquoise
6237	gbr.81.70	turquoise
6238	gbr.3.15	brown
6239	gbr.75.41	red
6240	gbr.130.2	purple
6241	gbr.163.40	black
6242	gbr.313.41	grey
6243	gbr.25.48	tan
6244	gbr.166.4	grey
6245	gbr.75.78	grey
6246	gbr.3.131	grey
6247	gbr.99.68	grey
6248	gbr.58.215	grey
6249	gbr.274.15	turquoise
6250	gbr.146.17	grey
6251	gbr.19.146	red
6252	gbr.394.1	grey
6253	gbr.117.19	turquoise
6254	gbr.8.61	grey
6255	gbr.247.20	grey
6256	gbr.8.11	turquoise
6257	gbr.81.114	grey
6258	gbr.243.20	grey
6259	gbr.15.18	black
6260	gbr.204.47	grey
6261	gbr.296.21	grey
6262	gbr.228.44	black
6263	gbr.261.1_gbr.261.4	grey
6264	gbr.240.17	grey
6265	gbr.78.40	black
6266	gbr.289.12	purple
6267	gbr.14.144	grey
6268	gbr.244.13	magenta
6269	gbr.169.19	turquoise
6270	gbr.40.143	grey
6271	gbr.59.43	grey
6272	gbr.84.56	grey
6273	gbr.238.21	purple
6274	gbr.115.20	black
6275	gbr.232.8	grey
6276	gbr.67.36	grey
6277	gbr.180.20	grey
6278	gbr.54.53	grey
6279	gbr.31.66	grey
6280	gbr.216.13	grey
6281	gbr.74.5	black
6282	gbr.154.35	brown
6283	gbr.145.40	grey
6284	gbr.47.21_gbr.47.23	grey
6285	gbr.8.23	turquoise
6286	gbr.225.31	black
6287	gbr.237.23	black
6288	gbr.548.4	grey
6289	gbr.2.207	black
6290	gbr.332.1	red
6291	gbr.152.14	grey
6292	gbr.1.111_gbr.1.112	black
6293	gbr.156.19	green
6294	gbr.55.53	grey
6295	gbr.9.102	brown
6296	gbr.22.64	grey
6297	gbr.166.17	grey
6298	gbr.363.1	purple
6299	gbr.776.1	turquoise
6300	gbr.581.2	greenyellow
6301	gbr.185.24	grey
6302	gbr.4.10	grey
6303	gbr.58.95	grey
6304	gbr.54.47	turquoise
6305	gbr.60.33	brown
6306	gbr.547.1	grey
6307	gbr.142.49	grey
6308	gbr.41.18	grey
6309	gbr.121.3	grey
6310	gbr.174.27	grey
6311	gbr.92.10	grey
6312	gbr.14.85	grey
6313	gbr.17.128	grey
6314	gbr.90.98	turquoise
6315	gbr.152.19	grey
6316	gbr.19.35	grey
6317	gbr.176.20	purple
6318	gbr.76.54	grey
6319	gbr.172.7	magenta
6320	gbr.78.4	grey
6321	gbr.72.21	grey
6322	gbr.388.15	turquoise
6323	gbr.75.49	turquoise
6324	gbr.153.23	turquoise
6325	gbr.225.58	grey
6326	gbr.228.15	grey
6327	gbr.117.18	black
6328	gbr.111.11	turquoise
6329	gbr.345.5	turquoise
6330	gbr.406.7	black
6331	gbr.200.14	black
6332	gbr.235.28	grey
6333	gbr.361.8	grey
6334	gbr.11.85	grey
6335	gbr.256.15	turquoise
6336	gbr.212.25	purple
6337	gbr.27.50	grey
6338	gbr.141.22	grey
6339	gbr.154.30	turquoise
6340	gbr.145.38	greenyellow
6341	gbr.236.24	yellow
6342	gbr.183.61	grey
6343	gbr.3.5	brown
6344	gbr.112.36	yellow
6345	gbr.272.27	grey
6346	gbr.100.8	grey
6347	gbr.15.63	green
6348	gbr.44.72	turquoise
6349	gbr.141.53	brown
6350	gbr.69.9	grey
6351	gbr.90.108	grey
6352	gbr.123.7	turquoise
6353	gbr.53.121_gbr.53.122	green
6354	gbr.398.17	grey
6355	gbr.450.6	salmon
6356	gbr.44.71	grey
6357	gbr.430.11	turquoise
6358	gbr.44.46	black
6359	gbr.1.62	turquoise
6360	gbr.78.9	grey
6361	gbr.221.74	grey
6362	gbr.50.28	brown
6363	gbr.161.59	black
6364	gbr.37.93	grey
6365	gbr.634.3	black
6366	gbr.100.11_gbr.100.13	purple
6367	gbr.35.49	black
6368	gbr.16.61	grey
6369	gbr.365.9	green
6370	gbr.40.162	black
6371	gbr.267.21	brown
6372	gbr.123.24	black
6373	gbr.198.7	turquoise
6374	gbr.135.73	black
6375	gbr.60.25	grey
6376	gbr.328.33	purple
6377	gbr.164.10	green
6378	gbr.23.66	turquoise
6379	gbr.129.16	black
6380	gbr.399.18	turquoise
6381	gbr.387.11	cyan
6382	gbr.27.46	black
6383	gbr.143.15	brown
6384	gbr.151.8	turquoise
6385	gbr.431.16	cyan
6386	gbr.401.10	brown
6387	gbr.56.26	turquoise
6388	gbr.151.85	yellow
6389	gbr.319.8	turquoise
6390	gbr.402.5	grey
6391	gbr.53.97_gbr.53.98	grey
6392	gbr.266.2	turquoise
6393	gbr.386.15	grey
6394	gbr.224.26_gbr.224.27	grey
6395	gbr.104.31	brown
6396	gbr.117.44	brown
6397	gbr.166.19	grey
6398	gbr.196.13	black
6399	gbr.40.131	grey
6400	gbr.52.69	grey
6401	gbr.222.27	grey
6402	gbr.250.10	purple
6403	gbr.209.15	grey
6404	gbr.250.12	turquoise
6405	gbr.479.1	turquoise
6406	gbr.7.151	yellow
6407	gbr.119.28	grey
6408	gbr.196.2	brown
6409	gbr.153.5	grey
6410	gbr.446.5	grey
6411	gbr.131.44	grey
6412	gbr.121.31	grey
6413	gbr.202.4	turquoise
6414	gbr.197.5	grey
6415	gbr.11.29	grey
6416	gbr.298.20_gbr.298.21	red
6417	gbr.81.56	brown
6418	gbr.198.17	grey
6419	gbr.320.10	turquoise
6420	gbr.46.67	turquoise
6421	gbr.55.92	grey
6422	gbr.67.33	grey
6423	gbr.84.52	grey
6424	gbr.81.149	purple
6425	gbr.166.1	grey
6426	gbr.4.84	turquoise
6427	gbr.1.157	turquoise
6428	gbr.48.36	brown
6429	gbr.402.6	grey
6430	gbr.261.14	turquoise
6431	gbr.76.84	grey
6432	gbr.31.90	grey
6433	gbr.10.117	grey
